Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O
Norway,Europe,2010,2.83,41.86,1.53,3.16
Norway,Europe,2011,5.82,40.16,1.6,3.16
Norway,Europe,2012,4.91,39.11,1.59,3.15
Norway,Europe,2013,5.1,38.21,1.6,3.14
Norway,Europe,2014,6.8,38.28,1.69,3.19
Norway,Europe,2015,6.17,38.64,1.66,3.21
Norway,Europe,2016,5.83,37.95,1.83,3.22
Norway,Europe,2017,5.49,36.9,1.89,3.21
Norway,Europe,2018,6.06,37.35,1.95,3.19
Norway,Europe,2019,5.63,,,
Oman,Middle East,1995,32.64,15.6,0.09,0.35
Oman,Middle East,2001,28.52,25.28,0.36,0.43
Oman,Middle East,2002,28.66,26.94,0.38,0.43
Oman,Middle East,2003,28.2,27.67,0.41,0.43
Oman,Middle East,2004,28.72,27.52,0.43,0.46
Oman,Middle East,2005,28.44,27.87,0.46,0.51
Oman,Middle East,2006,28.38,37.52,0.58,0.52
Oman,Middle East,2007,26.96,41.03,0.71,0.53
Oman,Middle East,2008,28.15,40.08,0.83,0.57
Oman,Middle East,2009,29.25,42.73,0.95,0.56
Oman,Middle East,2010,29.19,46.47,1.08,0.59
Oman,Middle East,2011,28.47,52.38,1.25,0.61
Oman,Middle East,2012,26.55,58.65,1.43,0.63
Oman,Middle East,2013,27.85,60.99,1.6,0.72
Oman,Middle East,2014,28.08,64.47,1.77,0.71
Oman,Middle East,2015,29.16,68.3,1.94,0.74
Oman,Middle East,2016,28.31,69.54,2.19,0.77
Oman,Middle East,2017,27.37,69.9,2.43,0.76
Oman,Middle East,2018,28.65,73.37,2.68,0.78
Oman,Middle East,2019,26.57,,,
Pakistan,Asia,1995,23.77,82.73,0.32,34.74
Pakistan,Asia,1996,23.645,85.82,0.47,34.88
Pakistan,Asia,1997,23.4,89.32,0.62,36.01
Pakistan,Asia,1998,24.47,90.17,0.77,36.49
Pakistan,Asia,1999,24.985,98.75,0.93,37.81
Pakistan,Asia,2000,26.205,98.37,1.08,38.73
Pakistan,Asia,2001,24.72,99.81,1.18,39.13
Pakistan,Asia,2002,24.705,102.3,1.29,40.27
Pakistan,Asia,2003,24.265,105.66,1.4,41.38
Pakistan,Asia,2004,24.6,118.65,1.5,42.68
Pakistan,Asia,2005,23.939999999999998,121.67,1.61,44.96
Pakistan,Asia,2006,24.725,132.48,1.84,46.47
Pakistan,Asia,2007,24.560000000000002,146.26,2.07,46.42
Pakistan,Asia,2008,24.189999999999998,142.16,2.3,48.51
Pakistan,Asia,2009,24.745,145.14,2.53,52.73
Pakistan,Asia,2010,24.79,140.62,2.76,51.84
Pakistan,Asia,2011,24.325,141.64,3.43,52.79
Pakistan,Asia,2012,24.265,143.75,4.09,51.37
Pakistan,Asia,2013,24.45,145.1,4.75,54.81
Pakistan,Asia,2014,24.125,153.67,5.41,55.27
Pakistan,Asia,2015,24.445,163.59,6.08,56.3
Pakistan,Asia,2016,24.985,180.57,7.68,57.87
Pakistan,Asia,2017,24.715,197.7,9.29,60.07
Pakistan,Asia,2018,24.985,208.37,10.89,60.95
Pakistan,Asia,2019,21.985,,,
Panama,South/Central America & Carribean,1995,26.55,4.36,0.04,1.17
Panama,South/Central America & Carribean,1996,26.35,4.41,0.07,1.21
Panama,South/Central America & Carribean,1997,27.7,4.64,0.1,1.12
Panama,South/Central America & Carribean,1998,27.91,5.72,0.12,1.15
Panama,South/Central America & Carribean,1999,27.13,5.01,0.15,1.11
Panama,South/Central America & Carribean,2000,27.37,5.28,0.17,1.1
Panama,South/Central America & Carribean,2001,26.86,6.22,0.19,1.21
Panama,South/Central America & Carribean,2002,27.88,5.41,0.21,1.21
Panama,South/Central America & Carribean,2003,27.84,5.53,0.23,1.25
Panama,South/Central America & Carribean,2004,27.67,5.61,0.24,1.22
Panama,South/Central America & Carribean,2005,27.17,7.12,0.26,1.23
Panama,South/Central America & Carribean,2006,26.91,7.49,0.31,1.26
Panama,South/Central America & Carribean,2007,27.17,7.48,0.36,1.23
Panama,South/Central America & Carribean,2008,26.93,7.3,0.4,1.28
Panama,South/Central America & Carribean,2009,27.34,8.7,0.45,1.31
Panama,South/Central America & Carribean,2010,27.31,9.19,0.5,1.33
Panama,South/Central America & Carribean,2011,26.74,9.99,0.58,1.34
Panama,South/Central America & Carribean,2012,27.18,10.46,0.67,1.41
Panama,South/Central America & Carribean,2013,27.42,10.61,0.75,1.44
Panama,South/Central America & Carribean,2014,27.53,11.28,0.84,1.35
Panama,South/Central America & Carribean,2015,28.01,10.7,0.92,1.34
Panama,South/Central America & Carribean,2016,27.23,10.77,1.01,1.3
Panama,South/Central America & Carribean,2017,26.82,10.25,1.09,1.3
Panama,South/Central America & Carribean,2018,26.61,10.14,1.18,1.31
Panama,South/Central America & Carribean,2019,27.0,,,
Peru,South/Central America & Carribean,1995,19.3,25.4,0.08,6.96
Peru,South/Central America & Carribean,1996,18.38,27.74,0.1,7.14
Peru,South/Central America & Carribean,1997,22.18,27.95,0.13,7.26
Peru,South/Central America & Carribean,1998,20.83,26.64,0.16,7.51
Peru,South/Central America & Carribean,1999,19.31,28.84,0.18,7.81
Peru,South/Central America & Carribean,2000,18.72,28.43,0.21,8.09
Peru,South/Central America & Carribean,2001,18.43,26.36,0.24,8.09
Peru,South/Central America & Carribean,2002,19.01,27.55,0.27,8.29
Peru,South/Central America & Carribean,2003,18.74,26.94,0.3,8.37
Peru,South/Central America & Carribean,2004,19.21,31.3,0.33,8.39
Peru,South/Central America & Carribean,2005,19.06,31.35,0.36,8.4
Peru,South/Central America & Carribean,2006,19.67,31.08,0.41,8.59
Peru,South/Central America & Carribean,2007,18.57,34.11,0.46,8.99
Peru,South/Central America & Carribean,2008,19.71,38.56,0.52,8.83
Peru,South/Central America & Carribean,2009,19.86,41.68,0.57,9.3
Peru,South/Central America & Carribean,2010,19.26,45.57,0.62,9.13
Peru,South/Central America & Carribean,2011,19.43,48.58,0.69,9.3
Peru,South/Central America & Carribean,2012,20.26,48.37,0.76,9.34
Peru,South/Central America & Carribean,2013,18.98,49.52,0.83,9.37
Peru,South/Central America & Carribean,2014,19.74,52.81,0.9,9.26
Peru,South/Central America & Carribean,2015,20.9,53.82,0.97,9.49
Philippines,Asia,1995,26.98,61.8,0.24,9.69
Philippines,Asia,1996,27.42,67.49,0.37,10.51
Philippines,Asia,1997,27.66,75.33,0.49,11.2
Philippines,Asia,1998,28.43,74.93,0.61,10.23
Philippines,Asia,1999,27.47,72.43,0.74,10.93
Philippines,Asia,2000,27.72,73.19,0.86,11.12
Philippines,Asia,2001,27.96,71.67,0.94,11.37
Philippines,Asia,2002,27.81,72.94,1.02,11.19
Philippines,Asia,2003,27.81,74.77,1.1,12.14
Philippines,Asia,2004,27.81,76.32,1.18,12.69
Philippines,Asia,2005,27.87,78.1,1.26,12.27
Philippines,Asia,2006,27.98,70.81,1.47,11.77
Philippines,Asia,2007,28.09,74.56,1.68,12.23
Philippines,Asia,2008,27.75,76.73,1.89,11.61
Philippines,Asia,2009,27.59,77.52,2.1,11.88
Philippines,Asia,2010,28.49,83.57,2.31,12.84
Philippines,Asia,2011,27.68,84.47,2.85,12.31
Philippines,Asia,2012,28.01,88.06,3.39,12.06
Philippines,Asia,2013,28.2,97.8,3.93,12.47
Philippines,Asia,2014,28.09,104.41,4.47,13.0
Philippines,Asia,2015,28.34,113.67,5.01,12.64
Philippines,Asia,2016,28.7,124.92,6.27,13.3
Philippines,Asia,2017,28.39,136.59,7.53,14.33
Philippines,Asia,2018,28.38,142.24,8.8,13.64
Philippines,Asia,2019,28.6,,,
Poland,Europe,1995,8.28,340.0,0.34,24.55
Poland,Europe,1996,6.88,355.32,0.52,24.6
Poland,Europe,1997,7.92,344.63,0.67,25.11
Poland,Europe,1998,8.33,318.41,0.76,23.65
Poland,Europe,1999,9.14,308.98,0.96,23.27
Poland,Europe,2000,9.65,295.71,1.55,23.72
Poland,Europe,2001,8.39,293.6,2.12,23.5
Poland,Europe,2002,9.21,287.28,2.71,23.04
Poland,Europe,2003,8.37,297.7,3.28,23.67
Poland,Europe,2004,8.47,301.82,3.94,23.76
Poland,Europe,2005,8.67,301.35,4.75,24.59
Poland,Europe,2006,9.05,314.09,5.61,24.67
Poland,Europe,2007,9.74,313.37,6.21,25.57
Poland,Europe,2008,9.84,308.32,6.51,24.35
Poland,Europe,2009,8.8,297.26,6.4,21.02
Poland,Europe,2010,7.96,313.74,7.04,21.74
Poland,Europe,2011,9.09,310.59,7.66,21.42
Poland,Europe,2012,8.7,303.35,8.0,21.89
Poland,Europe,2013,8.9,298.33,8.4,21.03
Poland,Europe,2014,9.78,285.74,9.03,20.5
Poland,Europe,2015,10.55,289.05,9.05,20.68
Poland,Europe,2016,9.93,299.74,9.03,21.62
Poland,Europe,2017,9.56,312.82,8.46,21.55
Poland,Europe,2018,10.72,312.74,7.89,21.48
Poland,Europe,2019,11.03,,,
Portugal,Europe,1995,18.0,50.69,0.14,3.91
Portugal,Europe,1996,17.14,48.74,0.16,4.05
Portugal,Europe,1997,18.22,50.93,0.22,3.99
Portugal,Europe,1998,17.64,55.6,0.29,4.11
Portugal,Europe,1999,17.37,62.21,0.37,4.14
Portugal,Europe,2000,16.82,61.66,0.45,4.14
Portugal,Europe,2001,16.79,61.38,0.56,3.86
Portugal,Europe,2002,16.84,65.61,0.69,4.13
Portugal,Europe,2003,17.25,60.52,0.82,3.79
Portugal,Europe,2004,17.03,62.13,0.94,3.95
Portugal,Europe,2005,17.08,65.47,1.11,3.83
Portugal,Europe,2006,17.5,60.45,1.29,3.66
Portugal,Europe,2007,16.91,58.8,1.52,3.81
Portugal,Europe,2008,16.85,56.84,1.76,3.72
Portugal,Europe,2009,17.82,56.3,1.96,3.38
Portugal,Europe,2010,17.32,50.94,2.15,3.33
Portugal,Europe,2011,17.41,49.87,2.32,3.05
Portugal,Europe,2012,16.14,48.22,2.48,3.07
Portugal,Europe,2013,16.33,46.56,2.65,3.06
Portugal,Europe,2014,16.55,45.93,2.78,3.2
Portugal,Europe,2015,16.73,49.85,2.93,3.2
Portugal,Europe,2016,16.8,48.76,3.09,3.16
Portugal,Europe,2017,17.13,53.33,2.86,3.24
Portugal,Europe,2018,16.3,49.78,2.64,3.09
Portugal,Europe,2019,16.63,,,
Qatar,Middle East,1995,27.03,17.02,0.02,0.23
Qatar,Middle East,1996,27.52,17.91,0.03,0.2
Qatar,Middle East,1997,27.05,19.45,0.03,0.2
Qatar,Middle East,1998,28.38,20.81,0.03,0.2
Qatar,Middle East,1999,28.57,22.95,0.04,0.2
Qatar,Middle East,2000,27.93,21.73,0.04,0.21
Qatar,Middle East,2001,28.33,23.49,0.06,0.21
Qatar,Middle East,2002,28.16,27.6,0.07,0.24
Qatar,Middle East,2003,28.21,28.91,0.09,0.27
Qatar,Middle East,2004,28.17,31.91,0.1,0.29
Qatar,Middle East,2005,27.98,41.28,0.12,0.31
Qatar,Middle East,2006,28.22,44.98,0.16,0.37
Qatar,Middle East,2007,28.29,51.05,0.19,0.52
Qatar,Middle East,2008,28.07,55.23,0.23,0.58
Qatar,Middle East,2009,28.47,57.17,0.27,0.65
Qatar,Middle East,2010,29.14,62.27,0.31,0.71
Qatar,Middle East,2011,28.51,65.77,0.36,0.74
Qatar,Middle East,2012,28.78,73.29,0.42,0.77
Qatar,Middle East,2013,28.48,74.6,0.48,0.8
Qatar,Middle East,2014,28.89,80.4,0.53,0.82
Qatar,Middle East,2015,29.06,83.31,0.59,0.87
Qatar,Middle East,2016,28.91,85.28,0.61,0.92
Qatar,Middle East,2017,29.09,87.68,0.64,0.94
Qatar,Middle East,2018,29.4,90.17,0.66,0.88
Qatar,Middle East,2019,29.11,,,
Romania,Europe,1995,10.56,120.73,2.36,11.77
Romania,Europe,1996,10.24,123.95,2.35,11.79
Romania,Europe,1997,10.19,113.42,2.35,11.33
Romania,Europe,1998,11.03,99.39,2.31,10.35
Romania,Europe,1999,11.84,85.5,2.12,9.71
Romania,Europe,2000,12.13,88.88,1.75,10.5
Romania,Europe,2001,11.66,94.11,1.49,10.24
Romania,Europe,2002,11.58,93.59,1.17,9.27
Romania,Europe,2003,11.08,99.62,0.54,9.88
Romania,Europe,2004,11.07,96.73,0.46,11.04
Romania,Europe,2005,10.83,95.81,0.48,11.03
Romania,Europe,2006,11.36,98.94,0.57,9.99
Romania,Europe,2007,12.62,96.44,0.73,10.03
Romania,Europe,2008,12.01,95.21,1.0,9.1
Romania,Europe,2009,12.1,80.52,0.98,8.53
Romania,Europe,2010,11.55,77.5,1.06,9.07
Romania,Europe,2011,11.13,83.95,1.16,8.98
Romania,Europe,2012,12.09,81.73,1.26,8.23
Romania,Europe,2013,12.0,72.01,1.36,8.44
Romania,Europe,2014,11.79,71.41,1.43,8.19
Romania,Europe,2015,12.52,72.9,1.7,8.38
Romania,Europe,2016,12.06,71.14,1.95,8.28
Romania,Europe,2017,11.89,74.1,1.83,8.5
Romania,Europe,2018,12.52,74.88,1.71,8.64
Romania,Europe,2019,13.1,,,
Russia,Europe,1995,9.370000000000001,1564.9,29.96,63.57
Russia,Europe,1996,9.025,1534.38,26.48,60.23
Russia,Europe,1997,8.57,1427.06,29.2,55.87
Russia,Europe,1998,9.120000000000001,1418.51,32.64,51.34
Russia,Europe,1999,9.725000000000001,1456.15,33.16,49.2
Russia,Europe,2000,9.45,1489.5,37.29,50.49
Russia,Europe,2001,9.2,1490.53,35.04,53.25
Russia,Europe,2002,8.595,1491.72,27.44,53.2
Russia,Europe,2003,9.370000000000001,1522.19,22.07,53.97
Russia,Europe,2004,5.27,1534.12,25.82,49.72
Russia,Europe,2005,5.61,1530.85,26.94,49.85
Russia,Europe,2006,4.99,1590.09,24.32,49.93
Russia,Europe,2007,6.61,1591.51,22.53,50.93
Russia,Europe,2008,6.77,1613.14,23.3,55.39
Russia,Europe,2009,5.84,1495.17,16.4,53.86
Russia,Europe,2010,6.37,1583.16,17.55,51.92
Russia,Europe,2011,6.35,1661.78,15.26,54.49
Russia,Europe,2012,5.35,1666.86,21.95,53.09
Russia,Europe,2013,6.29,1624.02,26.14,53.22
Russia,Europe,2014,6.5,1606.86,28.95,55.71
Russia,Europe,2015,7.03,1557.53,27.08,55.52
Russia,Europe,2016,6.19,1530.9,28.58,58.06
Russia,Europe,2017,5.82,1557.19,28.13,58.66
Russia,Europe,2018,6.16,1607.55,27.67,58.61
Russia,Europe,2019,7.33,,,
Saudi Arabia,Middle East,1995,25.854999999999997,222.4,2.37,3.91
Saudi Arabia,Middle East,1996,26.415,234.09,3.83,4.05
Saudi Arabia,Middle East,1997,25.78,214.93,5.29,4.3
Saudi Arabia,Middle East,1998,27.07,230.41,6.75,4.45
Saudi Arabia,Middle East,1999,27.215,234.53,8.21,4.47
Saudi Arabia,Middle East,2000,26.625,244.34,9.67,4.67
Saudi Arabia,Middle East,2001,26.825000000000003,248.6,10.34,4.81
Saudi Arabia,Middle East,2002,26.47,266.91,11.01,4.91
Saudi Arabia,Middle East,2003,26.645,278.11,11.69,5.04
Saudi Arabia,Middle East,2004,26.415,294.21,12.36,5.23
Saudi Arabia,Middle East,2005,26.465,308.97,13.03,5.04
Saudi Arabia,Middle East,2006,26.91,328.35,15.46,5.1
Saudi Arabia,Middle East,2007,27.090000000000003,347.53,17.89,5.28
Saudi Arabia,Middle East,2008,26.86,382.24,20.32,4.65
Saudi Arabia,Middle East,2009,27.240000000000002,399.63,22.75,4.45
Saudi Arabia,Middle East,2010,27.425,439.23,25.18,4.66
Saudi Arabia,Middle East,2011,26.47,456.67,30.5,4.96
Saudi Arabia,Middle East,2012,26.785,488.75,35.82,5.03
Saudi Arabia,Middle East,2013,26.555,499.38,41.14,5.54
Saudi Arabia,Middle East,2014,27.045,536.81,46.46,5.44
Saudi Arabia,Middle East,2015,28.115000000000002,561.14,51.78,5.69
Saudi Arabia,Middle East,2016,27.075,556.74,59.05,5.81
Saudi Arabia,Middle East,2017,27.46,540.7,66.33,5.69
Saudi Arabia,Middle East,2018,27.805,514.6,73.6,5.75
Saudi Arabia,Middle East,2019,27.59,,,
Senegal,Africa,1995,24.35,2.76,0.05,5.37
Senegal,Africa,1996,24.3,2.93,0.09,5.67
Senegal,Africa,1997,24.88,3.21,0.13,5.62
Senegal,Africa,1998,25.03,3.6,0.16,5.59
Senegal,Africa,1999,23.87,3.96,0.2,6.01
Senegal,Africa,2000,24.22,4.06,0.24,6.56
Senegal,Africa,2001,24.96,4.45,0.25,6.23
Senegal,Africa,2002,24.41,4.58,0.26,5.95
Senegal,Africa,2003,24.41,4.49,0.28,5.64
Senegal,Africa,2004,24.54,5.39,0.29,6.28
Senegal,Africa,2005,25.2,5.67,0.31,6.48
Senegal,Africa,2006,24.61,5.57,0.36,6.65
Senegal,Africa,2007,24.59,6.2,0.42,6.34
Senegal,Africa,2008,25.08,6.4,0.48,6.64
Senegal,Africa,2009,24.25,6.65,0.54,6.7
Senegal,Africa,2010,25.48,7.03,0.59,7.04
Senegal,Africa,2011,24.76,7.57,0.71,7.26
Senegal,Africa,2012,24.65,7.46,0.82,7.05
Senegal,Africa,2013,24.77,8.01,0.93,7.42
Senegal,Africa,2014,24.47,8.57,1.05,7.42
Senegal,Africa,2015,24.78,9.28,1.16,7.4
Senegal,Africa,2016,24.89,9.92,1.29,7.92
Senegal,Africa,2017,25.16,9.57,1.43,7.97
Senegal,Africa,2018,23.88,9.86,1.56,7.82
Senegal,Africa,2019,24.69,,,
Serbia-Montenegro,Europe,1995,9.82,,,
Serbia-Montenegro,Europe,1996,9.63,,,
Serbia-Montenegro,Europe,1997,9.46,,,
Serbia-Montenegro,Europe,1998,10.1,,,
Serbia-Montenegro,Europe,1999,6.43,,,
Serbia-Montenegro,Europe,2000,11.09,,,
Serbia-Montenegro,Europe,2001,11.29,,,
Serbia-Montenegro,Europe,2002,11.71,,,
Serbia-Montenegro,Europe,2003,11.69,,,
Serbia-Montenegro,Europe,2004,5.95,,,
Sierra Leone,Africa,1995,28.3,0.25,0.01,1.01
Sierra Leone,Africa,1996,27.42,0.3,0.01,0.59
Sierra Leone,Africa,1997,28.01,0.23,0.01,0.58
Sierra Leone,Africa,2002,27.71,0.53,0.03,0.77
Sierra Leone,Africa,2003,27.34,0.58,0.03,1.15
Sierra Leone,Africa,2004,27.7,0.57,0.03,1.26
Sierra Leone,Africa,2005,27.81,0.48,0.03,1.2
Sierra Leone,Africa,2006,27.73,0.63,0.04,1.74
Sierra Leone,Africa,2007,27.51,0.54,0.04,1.67
Sierra Leone,Africa,2008,27.76,0.55,0.05,1.21
Sierra Leone,Africa,2009,27.22,0.55,0.05,1.33
Sierra Leone,Africa,2010,28.06,0.59,0.06,1.11
Sierra Leone,Africa,2011,27.38,0.77,0.07,1.27
Singapore,Asia,1995,27.64,38.88,0.44,8.38
Singapore,Asia,1996,27.58,39.86,0.65,8.59
Singapore,Asia,1997,28.31,39.5,0.86,8.8
Singapore,Asia,1998,28.4,37.99,1.07,9.02
Singapore,Asia,1999,27.56,38.47,1.28,9.24
Singapore,Asia,2000,27.54,42.58,1.49,9.52
Singapore,Asia,2001,27.62,42.27,1.7,9.21
Singapore,Asia,2002,28.11,41.37,1.91,8.91
Singapore,Asia,2003,27.82,38.22,2.12,8.63
Singapore,Asia,2004,27.91,39.62,2.34,8.34
Singapore,Asia,2005,28.06,36.9,2.55,8.03
Singapore,Asia,2006,27.8,37.17,2.76,7.81
Singapore,Asia,2007,27.59,38.29,2.98,7.57
Singapore,Asia,2008,27.53,38.42,3.2,7.35
Singapore,Asia,2009,27.99,38.83,3.41,7.1
Singapore,Asia,2010,28.15,42.41,3.63,6.86
Singapore,Asia,2011,27.64,44.77,3.84,7.21
Singapore,Asia,2012,27.62,43.69,4.06,7.54
Singapore,Asia,2013,27.74,43.92,4.27,7.87
Singapore,Asia,2014,27.98,44.46,4.49,8.18
Singapore,Asia,2015,28.32,45.5,4.7,8.52
Singapore,Asia,2016,28.5,46.16,4.94,8.91
Singapore,Asia,2017,27.77,47.43,5.18,9.31
Singapore,Asia,2018,27.96,47.36,5.42,9.71
Singapore,Asia,2019,28.51,,,
Slovakia,Europe,1995,10.36,42.37,0.16,2.91
Slovakia,Europe,1996,9.09,42.17,0.08,3.14
Slovakia,Europe,1997,10.06,42.27,0.1,3.03
Slovakia,Europe,1998,11.01,41.4,0.1,2.83
Slovakia,Europe,1999,10.83,40.66,0.11,2.32
Slovakia,Europe,2000,11.78,38.07,0.14,2.58
Slovakia,Europe,2001,10.62,38.58,0.18,2.78
Slovakia,Europe,2002,11.32,38.08,0.23,2.76
Slovakia,Europe,2003,11.26,38.34,0.28,2.8
Slovakia,Europe,2004,10.54,37.44,0.33,3.0
Slovakia,Europe,2005,10.39,38.52,0.37,2.87
Slovakia,Europe,2006,11.0,37.88,0.43,3.18
Slovakia,Europe,2007,11.93,37.22,0.46,2.97
Slovakia,Europe,2008,11.72,37.05,0.53,2.86
Slovakia,Europe,2009,11.24,33.84,0.57,2.62
Slovakia,Europe,2010,10.03,35.45,0.64,2.42
Slovakia,Europe,2011,11.11,34.13,0.65,2.12
Slovakia,Europe,2012,11.6,32.37,0.68,2.01
Slovakia,Europe,2013,11.21,32.94,0.68,1.92
Slovakia,Europe,2014,12.2,30.45,0.68,2.0
Slovakia,Europe,2015,12.03,30.75,0.76,1.93
Slovakia,Europe,2016,11.31,31.5,0.69,2.01
Slovakia,Europe,2017,11.51,33.58,0.64,1.9
Slovakia,Europe,2018,12.36,33.0,0.6,1.97
Slovakia,Europe,2019,12.36,,,
South Africa,Africa,1995,16.3,264.19,3.66,18.85
South Africa,Africa,1996,15.88,273.98,3.74,19.66
South Africa,Africa,1997,16.53,288.92,3.82,19.67
South Africa,Africa,1998,16.59,296.51,3.9,19.81
South Africa,Africa,1999,17.3,278.47,3.98,19.57
South Africa,Africa,2000,17.01,284.73,4.05,19.59
South Africa,Africa,2001,16.75,320.6,4.6,18.97
South Africa,Africa,2002,16.59,331.42,5.15,20.02
South Africa,Africa,2003,16.75,353.11,5.69,18.86
South Africa,Africa,2004,17.04,379.97,6.24,18.57
South Africa,Africa,2005,16.72,377.64,6.78,18.78
South Africa,Africa,2006,16.91,379.56,7.78,18.52
South Africa,Africa,2007,16.98,396.9,8.78,19.0
South Africa,Africa,2008,16.98,426.56,9.79,19.37
South Africa,Africa,2009,17.36,404.02,10.79,19.65
South Africa,Africa,2010,17.09,425.11,11.79,19.46
South Africa,Africa,2011,16.93,409.12,12.13,19.42
South Africa,Africa,2012,17.01,426.71,12.46,19.72
South Africa,Africa,2013,17.06,436.87,12.8,19.09
South Africa,Africa,2014,17.39,447.98,13.14,19.33
South Africa,Africa,2015,17.18,424.88,13.47,18.18
South Africa,Africa,2016,17.43,425.18,14.39,17.51
South Africa,Africa,2017,17.03,435.14,15.31,19.15
South Africa,Africa,2018,17.12,433.25,16.23,18.82
South Africa,Africa,2019,17.26,,,
South Korea,Asia,1995,10.97,384.31,4.76,10.92
South Korea,Asia,1996,10.91,408.88,7.04,11.43
South Korea,Asia,1997,11.45,430.48,9.89,12.52
South Korea,Asia,1998,12.67,365.67,11.61,12.49
South Korea,Asia,1999,12.1,400.94,13.6,13.26
South Korea,Asia,2000,11.32,455.69,15.71,13.96
South Korea,Asia,2001,11.36,470.52,16.96,14.13
South Korea,Asia,2002,11.71,461.94,18.51,13.86
South Korea,Asia,2003,11.75,464.61,20.34,17.15
South Korea,Asia,2004,12.69,484.9,22.38,19.76
South Korea,Asia,2005,11.27,480.08,23.94,18.32
South Korea,Asia,2006,12.23,486.94,26.74,16.93
South Korea,Asia,2007,12.26,501.5,29.47,8.71
South Korea,Asia,2008,12.19,513.19,31.95,8.62
South Korea,Asia,2009,12.08,525.39,33.88,8.11
South Korea,Asia,2010,11.71,574.26,36.77,8.62
South Korea,Asia,2011,11.46,597.29,37.79,9.08
South Korea,Asia,2012,11.52,598.96,39.2,10.29
South Korea,Asia,2013,11.73,597.64,40.46,10.22
South Korea,Asia,2014,12.55,586.0,41.78,10.3
South Korea,Asia,2015,12.88,606.51,42.94,10.39
South Korea,Asia,2016,13.04,614.78,45.86,10.51
South Korea,Asia,2017,12.3,625.35,48.79,10.6
South Korea,Asia,2018,12.36,630.87,51.71,10.77
South Korea,Asia,2019,12.83,,,
Spain,Europe,1995,15.839999999999998,240.58,7.13,20.34
Spain,Europe,1996,15.069999999999999,230.1,8.06,22.45
Spain,Europe,1997,16.013333333333335,248.61,9.52,22.13
Spain,Europe,1998,15.366666666666667,256.22,9.69,23.47
Spain,Europe,1999,15.203333333333333,278.31,11.71,23.53
Spain,Europe,2000,14.823333333333332,293.31,13.19,23.65
Spain,Europe,2001,14.786666666666667,294.79,9.82,22.77
Spain,Europe,2002,15.276666666666669,312.75,8.52,22.4
Spain,Europe,2003,16.393333333333334,318.66,10.6,23.37
Spain,Europe,2004,15.67,335.56,10.84,22.61
Spain,Europe,2005,15.76,350.5,12.16,21.28
Spain,Europe,2006,16.01,341.78,14.78,21.69
Spain,Europe,2007,14.706666666666665,354.68,16.92,22.19
Spain,Europe,2008,14.943333333333333,324.16,17.87,20.07
Spain,Europe,2009,15.68,287.49,16.54,19.66
Spain,Europe,2010,14.88,273.25,16.72,20.01
Spain,Europe,2011,16.11,274.4,16.26,18.95
Spain,Europe,2012,15.636666666666665,269.27,16.36,18.25
Spain,Europe,2013,15.353333333333333,242.8,16.44,19.15
Spain,Europe,2014,16.376666666666665,240.96,16.37,19.96
Spain,Europe,2015,16.150000000000002,256.28,9.92,20.1
Spain,Europe,2016,15.906666666666666,247.03,9.69,19.85
Spain,Europe,2017,15.959999999999999,263.44,9.0,20.14
Spain,Europe,2018,15.803333333333333,258.34,8.31,20.35
Spain,Europe,2019,15.883333333333333,,,
Sri Lanka,Asia,1995,27.69,5.82,0.04,2.5
Sri Lanka,Asia,1996,27.32,8.36,0.05,2.4
Sri Lanka,Asia,1997,27.52,8.34,0.07,2.41
Sri Lanka,Asia,1998,28.23,8.61,0.09,2.37
Sri Lanka,Asia,1999,27.27,9.5,0.11,2.52
Sri Lanka,Asia,2000,27.23,10.93,0.13,2.45
Sri Lanka,Asia,2001,27.26,10.85,0.14,2.44
Sri Lanka,Asia,2002,27.15,11.38,0.15,2.66
Sri Lanka,Asia,2003,27.44,12.41,0.17,2.47
Sri Lanka,Asia,2004,27.24,12.87,0.18,2.54
Sri Lanka,Asia,2005,27.32,13.98,0.19,2.72
Sri Lanka,Asia,2006,27.31,12.41,0.22,2.68
Sri Lanka,Asia,2007,27.46,13.59,0.25,2.59
Sri Lanka,Asia,2008,27.23,12.81,0.28,2.95
Sri Lanka,Asia,2009,27.52,12.29,0.31,2.78
Sri Lanka,Asia,2010,27.53,13.07,0.34,2.73
Sri Lanka,Asia,2011,27.49,15.42,0.42,3.01
Sri Lanka,Asia,2012,27.51,16.83,0.5,2.77
Sri Lanka,Asia,2013,27.37,14.48,0.58,2.59
Sri Lanka,Asia,2014,27.42,17.6,0.67,3.11
Sri Lanka,Asia,2015,27.56,20.36,0.75,3.14
Sri Lanka,Asia,2016,27.99,21.93,0.95,2.52
Sri Lanka,Asia,2017,27.6,23.31,1.14,2.35
Sri Lanka,Asia,2018,27.03,21.63,1.34,2.24
Sri Lanka,Asia,2019,27.69,,,
Suriname,South/Central America & Carribean,1995,26.49,2.06,0.11,0.19
Suriname,South/Central America & Carribean,1996,26.33,2.08,0.09,0.21
Suriname,South/Central America & Carribean,1997,26.06,2.1,0.07,0.21
Suriname,South/Central America & Carribean,1998,26.57,2.1,0.05,0.2
Suriname,South/Central America & Carribean,1999,26.14,2.12,0.04,0.21
Suriname,South/Central America & Carribean,2000,26.53,1.48,0.02,0.21
Suriname,South/Central America & Carribean,2001,26.41,1.52,0.02,0.21
